workerid,proliferate.condition,accuracy,category,cond,conj1,conj1_num,conj2,conj2_num,dataType,internal_node_id,item,response,rt,stimulus,text,time_elapsed,trial_index,trial_type,error
1690,Main,,,SS,Melissa,S,Patrick,S,Critical,0.0-2.0-0.1,8,['is'],,,"Either Melissa or Patrick %is,are% fixing the wiring issues.",32163,3,cloze,
1690,Main,,,PS,those students,P,William,S,Critical,0.0-2.0-0.2,2,['is'],,,"Either those students or William %is,are% drafting the important email.",36822,4,cloze,
1690,Main,,,S,Zeynab,S,,,Filler,0.0-2.0-0.3,54,['is'],,,"Zeynab %is,are% caring for the garden.",40257,5,cloze,
1690,Main,,,S,Bill,S,,,Filler,0.0-2.0-0.4,59,['is'],,,"Bill %is,are% planning the conference.",43366,6,cloze,
1690,Main,,,PS,those boys,P,John,S,Critical,0.0-2.0-0.5,1,['is'],,,"Either those boys or John %is,are% interviewing the movie star.",47807,7,cloze,
1690,Main,,,SS,David,S,Joan,S,Critical,0.0-2.0-0.6,6,['is'],,,"Either David or Joan %is,are% fixing the leaking pipe.",51151,8,cloze,
1690,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.7,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",54195,9,cloze,
1690,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.8,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",58785,10,cloze,
1690,Main,,,PS,those volunteers,P,Hasan,S,Critical,0.0-2.0-0.9,20,['are'],,,"Either those volunteers or Hasan %is,are% sorting the books.",65226,11,cloze,
1690,Main,,,PS,those electricians,P,Melissa,S,Filler,0.0-2.0-0.10,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",68617,12,cloze,
1690,Main,,,S,Maria,S,,,Filler,0.0-2.0-0.11,64,['is'],,,"Maria %is,are% producing the documentary film.",72723,13,cloze,
1690,Main,,,P,those athletes,P,,,Filler,0.0-2.0-0.12,48,['are'],,,"Those athletes %is,are% working out at the gym.",75677,14,cloze,
1690,Main,,,SP,Lisa,S,those children,P,Critical,0.0-2.0-0.13,5,['are'],,,"Either Lisa or those children %is,are% preparing dinner.",81438,15,cloze,
1690,Main,,,PS,these teachers,P,Juan,S,Critical,0.0-2.0-0.14,11,['are'],,,"Either these teachers or Juan %is,are% making the admission decisions.",86695,16,cloze,
1690,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.15,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",95773,17,cloze,
1690,Main,,,S,Elias,S,,,Filler,0.0-2.0-0.16,52,['is'],,,"Elias %is,are% leading the scientific research.",99131,18,cloze,
1690,Main,,,S,Hasan,S,,,Filler,0.0-2.0-0.17,65,['is'],,,"Hasan %is,are% decorating the gallery.",102271,19,cloze,
1690,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.18,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",105666,20,cloze,
1690,Main,,,S,Emma,S,,,Filler,0.0-2.0-0.19,55,['is'],,,"Emma %is,are% resolving the network issues",108883,21,cloze,
1690,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.20,67,['is'],,,"Lydia %is,are% tailoring the costumes.",112086,22,cloze,
1690,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.21,42,['are'],,,"Those nurses %is,are% attending to the patients.",115242,23,cloze,
1690,Main,,,PP,these stylists,P,those designers,P,Critical,0.0-2.0-0.22,9,['are'],,,"Either these stylists or those designers %is,are% creating the fashion collection.",119395,24,cloze,
1690,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.23,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",122757,25,cloze,
1690,Main,,,S,Carlos,S,,,Filler,0.0-2.0-0.24,62,['is'],,,"Carlos %is,are% painting the mural.",126467,26,cloze,
1690,Main,,,SP,Hossein,S,those illustrators,P,Critical,0.0-2.0-0.25,25,['are'],,,"Either Hossein or those illustrators %is,are% sketching the concept art.",131224,27,cloze,
1690,Main,,,SP,Mateo,S,these architects,P,Critical,0.0-2.0-0.26,13,['are'],,,"Either Mateo or these architects %is,are% designing the building's layout.",137061,28,cloze,
1690,Main,,,PP,those astronomers,P,these photographers,P,Critical,0.0-2.0-0.27,16,['are'],,,"Either those astronomers or these photographers %is,are% recording the solar eclipse.",140634,29,cloze,
1690,Main,,,PP,these girls,P,those boys,P,Filler,0.0-2.0-0.28,26,['are'],,,"Both these girls and those boys %is,are% interviewing the movie star.",143527,30,cloze,
1690,Main,,,S,Peter,S,,,Filler,0.0-2.0-0.29,56,['is'],,,"Peter %is,are% composing the annual report.",147029,31,cloze,
1690,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.30,47,['are'],,,"Those farmers %is,are% tending to the crops.",149870,32,cloze,
1690,Main,,,P,those parents,P,,,Filler,0.0-2.0-0.31,49,['are'],,,"Those parents %is,are% taking care of the babies.",153231,33,cloze,
1690,Main,,,SP,Harry,S,those detectives,P,Critical,0.0-2.0-0.32,3,['are'],,,"Either Harry or those detectives %is,are% investigating the crime scene.",158044,34,cloze,
1690,Main,,,P,those editors,P,,,Filler,0.0-2.0-0.33,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",160841,35,cloze,
1690,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.34,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",164239,36,cloze,
1690,Main,,,S,Yuki,S,,,Filler,0.0-2.0-0.35,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",168626,37,cloze,
1690,Main,,,SS,Juan,S,Antonio,S,Filler,0.0-2.0-0.36,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",198085,38,cloze,
1690,Main,,,S,Pedro,S,,,Filler,0.0-2.0-0.37,53,['is'],,,"Pedro %is,are% editing the academic journal.",206254,39,cloze,
1690,Main,,,PP,these drivers,P,those mechanics,P,Critical,0.0-2.0-0.38,4,['are'],,,"Either these drivers or those mechanics %is,are% repairing the truck engine.",209054,40,cloze,
1690,Main,,,SS,Fatima,S,Lucas,S,Critical,0.0-2.0-0.39,7,['is'],,,"Either Fatima or Lucas %is,are% conducting the experiments.",214863,41,cloze,
1690,Main,,,PP,these surgeons,P,those nurses,P,Critical,0.0-2.0-0.40,17,['are'],,,"Either these surgeons or those nurses %is,are% attending to the patients.",217865,42,cloze,
1690,Main,,,SP,Thomas,S,those tailors,P,Critical,0.0-2.0-0.41,19,['are'],,,"Either Thomas or those tailors %is,are% sewing the dresses.",221269,43,cloze,
1690,Main,,,S,Noah,S,,,Filler,0.0-2.0-0.42,57,['is'],,,"Noah %is,are% servicing the air conditioning units.",224523,44,cloze,
1690,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.43,70,['is'],,,"Joey %is,are% developing the game software.",227460,45,cloze,
1690,Main,,,SS,Zeynab,S,Emma,S,Critical,0.0-2.0-0.44,14,['is'],,,"Either Zeynab or Emma %is,are% proofreading the manuscripts.",231681,46,cloze,
1690,Main,,,PP,those sculptors,P,those painters,P,Critical,0.0-2.0-0.45,21,['are'],,,"Either those sculptors or those painters %is,are% using the art studio.",234295,47,cloze,
1690,Main,,,P,those painters,P,,,Filler,0.0-2.0-0.46,46,['are'],,,"Those painters %is,are% using the art studio.",237481,48,cloze,
1690,Main,,,P,these photographers,P,,,Filler,0.0-2.0-0.47,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",240627,49,cloze,
1690,Main,,,P,these architects,P,,,Filler,0.0-2.0-0.48,38,['are'],,,"These architects %is,are% designing the building's layout.",243707,50,cloze,
1690,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.49,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",246686,51,cloze,
1690,Main,,,PS,those athletes,P,Ellen,S,Critical,0.0-2.0-0.50,23,['are'],,,"Either those athletes or Ellen %is,are% working out at the gym.",249489,52,cloze,
1690,Main,,,S,Mateo,S,,,Filler,0.0-2.0-0.51,50,['is'],,,"Mateo %is,are% organizing the charity event.",252760,53,cloze,
1690,Main,,,S,Lin,S,,,Filler,0.0-2.0-0.52,51,['is'],,,"Lin %is,are% reviewing the project proposals.",256198,54,cloze,
1690,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.53,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",259122,55,cloze,
1690,Main,,,PS,those kids,P,Jimmy,S,Critical,0.0-2.0-0.54,18,['are'],,,"Either those kids or Jimmy %is,are% building the tree house.",262183,56,cloze,
1690,Main,,,PP,these paralegals,P,those lawyers,P,Critical,0.0-2.0-0.55,15,['are'],,,"Either these paralegals or those lawyers %is,are% handling the legal documents.",264909,57,cloze,
1690,Main,,,S,Alex,S,,,Filler,0.0-2.0-0.56,58,['is'],,,"Alex %is,are% installing the security system.",267996,58,cloze,
1690,Main,,,PP,those managers,P,those staff members,P,Critical,0.0-2.0-0.57,10,['are'],,,"Either those managers or those staff members %is,are% writing the end-of-year report.",270896,59,cloze,
1690,Main,,,S,Thomas,S,,,Filler,0.0-2.0-0.58,63,['is'],,,"Thomas %is,are% training at the sports center.",274097,60,cloze,
1690,Main,,,S,Hank,S,,,Filler,0.0-2.0-0.59,73,['is'],,,"Hank %is,are% constructing the playground.",277417,61,cloze,
1690,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.60,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",280176,62,cloze,
1690,Main,,,PS,those parents,P,Hank,S,Critical,0.0-2.0-0.61,24,['are'],,,"Either those parents or Hank %is,are% taking care of the babies.",282666,63,cloze,
1690,Main,,,S,Ali,S,,,Filler,0.0-2.0-0.62,72,['is'],,,"Ali %is,are% cooking the festive meal.",285747,64,cloze,
1690,Main,,,S,Ellen,S,,,Filler,0.0-2.0-0.63,71,['is'],,,"Ellen %is,are% renovating the historic building.",288829,65,cloze,
1690,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.64,45,['are'],,,"Those volunteers %is,are% sorting the books.",291368,66,cloze,
1690,Main,,,P,those kids,P,,,Filler,0.0-2.0-0.65,43,['are'],,,"Those kids %is,are% building the tree house.",293684,67,cloze,
1690,Main,,,SP,Hanako,S,those mechanics,P,Filler,0.0-2.0-0.66,29,['are'],,,"Both Hanako and those mechanics %is,are% repairing the truck engine.",296532,68,cloze,
1690,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.67,44,['are'],,,"Those tailors %is,are% sewing the dresses.",299830,69,cloze,
1690,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.68,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",302646,70,cloze,
1690,Main,,,S,Kim,S,,,Filler,0.0-2.0-0.69,60,['is'],,,"Kim %is,are% cataloging the library collection.",305977,71,cloze,
1690,Main,,,SP,Lisa,S,those children,P,Filler,0.0-2.0-0.70,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",308651,72,cloze,
1690,Main,,,SS,Krishna,S,Amir,S,Critical,0.0-2.0-0.71,12,['is'],,,"Either Krishna or Amir %is,are% analyzing the market trends.",313369,73,cloze,
1690,Main,,,S,Liam,S,,,Filler,0.0-2.0-0.72,68,['is'],,,"Liam %is,are% solving the mystery case.",316574,74,cloze,
1690,Main,[],demographics,,,,,,,0.0-3.0,,"{'age': '55', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'no', 'language': 'Yes', 'education': 'Hold a higher degree', 'other-language': 'Italian'}",36277,,,352938,75,survey,
1690,Main,,thanks,,,,,,,0.0-4.0,,0,2380,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,355321,76,html-button-response,
1788,Main,,irb,,,,,,,0.0-0.0,,0,341421,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,341424,0,html-button-response,
1788,Main,,instructions,,,,,,,0.0-1.0,, ,46256,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,387680,1,html-keyboard-response,
1788,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.0,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",390776,2,cloze,
1788,Main,,,P,these photographers,P,,,Filler,0.0-2.0-0.1,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",393152,3,cloze,
1788,Main,,,PP,these paralegals,P,those lawyers,P,Critical,0.0-2.0-0.2,15,['are'],,,"Either these paralegals or those lawyers %is,are% handling the legal documents.",397447,4,cloze,
1788,Main,,,PS,those parents,P,Hank,S,Critical,0.0-2.0-0.3,24,['is'],,,"Either those parents or Hank %is,are% taking care of the babies.",404968,5,cloze,
1788,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.4,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",406560,6,cloze,
1788,Main,,,SP,Harry,S,those detectives,P,Critical,0.0-2.0-0.5,3,['are'],,,"Either Harry or those detectives %is,are% investigating the crime scene.",409136,7,cloze,
1788,Main,,,PP,these housekeepers,P,those plumbers,P,Critical,0.0-2.0-0.6,6,['are'],,,"Either these housekeepers or those plumbers %is,are% fixing the leaking pipe.",412295,8,cloze,
1788,Main,,,PS,those volunteers,P,Hasan,S,Critical,0.0-2.0-0.7,20,['are'],,,"Either those volunteers or Hasan %is,are% sorting the books.",426143,9,cloze,
1788,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.8,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",428463,10,cloze,
1788,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.9,45,['are'],,,"Those volunteers %is,are% sorting the books.",430416,11,cloze,
1788,Main,,,P,those athletes,P,,,Filler,0.0-2.0-0.10,48,['are'],,,"Those athletes %is,are% working out at the gym.",432311,12,cloze,
1788,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.11,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",434935,13,cloze,
1788,Main,,,S,Noah,S,,,Filler,0.0-2.0-0.12,57,['is'],,,"Noah %is,are% servicing the air conditioning units.",436664,14,cloze,
1788,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.13,70,['is'],,,"Joey %is,are% developing the game software.",438392,15,cloze,
1788,Main,,,PS,those mechanics,P,Hanako,S,Critical,0.0-2.0-0.14,4,['are'],,,"Either those mechanics or Hanako %is,are% repairing the truck engine.",440896,16,cloze,
1788,Main,,,PS,those designers,P,Brian,S,Critical,0.0-2.0-0.15,9,['are'],,,"Either those designers or Brian %is,are% creating the fashion collection.",442976,17,cloze,
1788,Main,,,PS,those kids,P,Jimmy,S,Critical,0.0-2.0-0.16,18,['are'],,,"Either those kids or Jimmy %is,are% building the tree house.",444959,18,cloze,
1788,Main,,,P,these architects,P,,,Filler,0.0-2.0-0.17,38,['are'],,,"These architects %is,are% designing the building's layout.",446591,19,cloze,
1788,Main,,,S,Thomas,S,,,Filler,0.0-2.0-0.18,63,['is'],,,"Thomas %is,are% training at the sports center.",448104,20,cloze,
1788,Main,,,PS,those electricians,P,Melissa,S,Filler,0.0-2.0-0.19,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",450440,21,cloze,
1788,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.20,42,['are'],,,"Those nurses %is,are% attending to the patients.",452008,22,cloze,
1788,Main,,,S,Ellen,S,,,Filler,0.0-2.0-0.21,71,['is'],,,"Ellen %is,are% renovating the historic building.",453520,23,cloze,
1788,Main,,,S,Ali,S,,,Filler,0.0-2.0-0.22,72,['is'],,,"Ali %is,are% cooking the festive meal.",455416,24,cloze,
1788,Main,,,S,Pedro,S,,,Filler,0.0-2.0-0.23,53,['is'],,,"Pedro %is,are% editing the academic journal.",457120,25,cloze,
1788,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.24,67,['is'],,,"Lydia %is,are% tailoring the costumes.",458512,26,cloze,
1788,Main,,,SS,Alex,S,Noah,S,Critical,0.0-2.0-0.25,16,['are'],,,"Either Alex or Noah %is,are% recording the solar eclipse.",461503,27,cloze,
1788,Main,,,SS,Ellen,S,Ali,S,Critical,0.0-2.0-0.26,23,['are'],,,"Either Ellen or Ali %is,are% working out at the gym.",463608,28,cloze,
1788,Main,,,P,those parents,P,,,Filler,0.0-2.0-0.27,49,['are'],,,"Those parents %is,are% taking care of the babies.",465048,29,cloze,
1788,Main,,,PP,these girls,P,those boys,P,Filler,0.0-2.0-0.28,26,['are'],,,"Both these girls and those boys %is,are% interviewing the movie star.",467727,30,cloze,
1788,Main,,,S,Bill,S,,,Filler,0.0-2.0-0.29,59,['is'],,,"Bill %is,are% planning the conference.",468975,31,cloze,
1788,Main,,,P,those editors,P,,,Filler,0.0-2.0-0.30,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",471032,32,cloze,
1788,Main,,,SS,Juan,S,Antonio,S,Filler,0.0-2.0-0.31,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",473663,33,cloze,
1788,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.32,47,['are'],,,"Those farmers %is,are% tending to the crops.",475024,34,cloze,
1788,Main,,,S,Emma,S,,,Filler,0.0-2.0-0.33,55,['is'],,,"Emma %is,are% resolving the network issues",476368,35,cloze,
1788,Main,,,S,Hasan,S,,,Filler,0.0-2.0-0.34,65,['is'],,,"Hasan %is,are% decorating the gallery.",477624,36,cloze,
1788,Main,,,S,Maria,S,,,Filler,0.0-2.0-0.35,64,['is'],,,"Maria %is,are% producing the documentary film.",479040,37,cloze,
1788,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.36,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",480432,38,cloze,
1788,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.37,44,['are'],,,"Those tailors %is,are% sewing the dresses.",482071,39,cloze,
1788,Main,,,PP,these fashion designers,P,those tailors,P,Critical,0.0-2.0-0.38,19,['are'],,,"Either these fashion designers or those tailors %is,are% sewing the dresses.",485528,40,cloze,
1788,Main,,,PS,those students,P,William,S,Critical,0.0-2.0-0.39,2,['are'],,,"Either those students or William %is,are% drafting the important email.",488504,41,cloze,
1788,Main,,,SP,Lisa,S,those children,P,Critical,0.0-2.0-0.40,5,['are'],,,"Either Lisa or those children %is,are% preparing dinner.",490416,42,cloze,
1788,Main,,,SS,Melissa,S,Patrick,S,Critical,0.0-2.0-0.41,8,['are'],,,"Either Melissa or Patrick %is,are% fixing the wiring issues.",493528,43,cloze,
1788,Main,,,S,Zeynab,S,,,Filler,0.0-2.0-0.42,54,['is'],,,"Zeynab %is,are% caring for the garden.",495088,44,cloze,
1788,Main,,,S,Carlos,S,,,Filler,0.0-2.0-0.43,62,['is'],,,"Carlos %is,are% painting the mural.",496303,45,cloze,
1788,Main,,,SP,Mateo,S,these architects,P,Critical,0.0-2.0-0.44,13,['are'],,,"Either Mateo or these architects %is,are% designing the building's layout.",497783,46,cloze,
1788,Main,,,S,Yuki,S,,,Filler,0.0-2.0-0.45,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",521177,47,cloze,
1788,Main,,,S,Kim,S,,,Filler,0.0-2.0-0.46,60,['is'],,,"Kim %is,are% cataloging the library collection.",522929,48,cloze,
1788,Main,,,SP,Juan,S,these teachers,P,Critical,0.0-2.0-0.47,11,['are'],,,"Either Juan or these teachers %is,are% making the admission decisions.",524512,49,cloze,
1788,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.48,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",526288,50,cloze,
1788,Main,,,S,Peter,S,,,Filler,0.0-2.0-0.49,56,['is'],,,"Peter %is,are% composing the annual report.",527352,51,cloze,
1788,Main,,,S,Liam,S,,,Filler,0.0-2.0-0.50,68,['is'],,,"Liam %is,are% solving the mystery case.",528288,52,cloze,
1788,Main,,,SP,Sarah,S,those staff members,P,Critical,0.0-2.0-0.51,10,['are'],,,"Either Sarah or those staff members %is,are% writing the end-of-year report.",529592,53,cloze,
1788,Main,,,PS,those statisticians,P,Krishna,S,Critical,0.0-2.0-0.52,12,['are'],,,"Either those statisticians or Krishna %is,are% analyzing the market trends.",531673,54,cloze,
1788,Main,,,S,Lin,S,,,Filler,0.0-2.0-0.53,51,['is'],,,"Lin %is,are% reviewing the project proposals.",533008,55,cloze,
1788,Main,,,P,those painters,P,,,Filler,0.0-2.0-0.54,46,['are'],,,"Those painters %is,are% using the art studio.",534512,56,cloze,
1788,Main,,,S,Mateo,S,,,Filler,0.0-2.0-0.55,50,['is'],,,"Mateo %is,are% organizing the charity event.",536264,57,cloze,
1788,Main,,,SS,Hossein,S,Elias,S,Critical,0.0-2.0-0.56,25,['are'],,,"Either Hossein or Elias %is,are% sketching the concept art.",537560,58,cloze,
1788,Main,,,PP,these girls,P,those boys,P,Critical,0.0-2.0-0.57,1,['are'],,,"Either these girls or those boys %is,are% interviewing the movie star.",539848,59,cloze,
1788,Main,,,SP,Lydia,S,those painters,P,Critical,0.0-2.0-0.58,21,['are'],,,"Either Lydia or those painters %is,are% using the art studio.",540992,60,cloze,
1788,Main,,,SP,Fatima,S,these research assistants,P,Critical,0.0-2.0-0.59,7,['are'],,,"Either Fatima or these research assistants %is,are% conducting the experiments.",542280,61,cloze,
1788,Main,,,P,those kids,P,,,Filler,0.0-2.0-0.60,43,['are'],,,"Those kids %is,are% building the tree house.",543752,62,cloze,
1788,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.61,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",545576,63,cloze,
1788,Main,,,SP,Hanako,S,those mechanics,P,Filler,0.0-2.0-0.62,29,['are'],,,"Both Hanako and those mechanics %is,are% repairing the truck engine.",546841,64,cloze,
1788,Main,,,S,Elias,S,,,Filler,0.0-2.0-0.63,52,['is'],,,"Elias %is,are% leading the scientific research.",547944,65,cloze,
1788,Main,,,S,Hank,S,,,Filler,0.0-2.0-0.64,73,['is'],,,"Hank %is,are% constructing the playground.",549096,66,cloze,
1788,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.65,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",555168,67,cloze,
1788,Main,,,PS,those nurses,P,Bill,S,Critical,0.0-2.0-0.66,17,['are'],,,"Either those nurses or Bill %is,are% attending to the patients.",558520,68,cloze,
1788,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.67,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",562800,69,cloze,
1788,Main,,,S,Alex,S,,,Filler,0.0-2.0-0.68,58,['is'],,,"Alex %is,are% installing the security system.",563944,70,cloze,
1788,Main,,,SP,Lisa,S,those children,P,Filler,0.0-2.0-0.69,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",565176,71,cloze,
1788,Main,,,PS,those farmers,P,Andy,S,Critical,0.0-2.0-0.70,22,['are'],,,"Either those farmers or Andy %is,are% tending to the crops.",566432,72,cloze,
1788,Main,,,PP,those secretaries,P,those editors,P,Critical,0.0-2.0-0.71,14,['are'],,,"Either those secretaries or those editors %is,are% proofreading the manuscripts.",567464,73,cloze,
1788,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.72,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",568584,74,cloze,
1788,Main,[],demographics,,,,,,,0.0-3.0,,"{'age': '21', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Male', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'Yes', 'education': 'Graduated college', 'other-language': ''}",18841,,,587455,75,survey,
1788,Main,,thanks,,,,,,,0.0-4.0,,0,1161,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,588617,76,html-button-response,
1715,Main,,irb,,,,,,,0.0-0.0,,0,34299,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,34313,0,html-button-response,
1715,Main,,instructions,,,,,,,0.0-1.0,, ,9801,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,44120,1,html-keyboard-response,
1715,Main,,,S,Mateo,S,,,Filler,0.0-2.0-0.0,50,['is'],,,"Mateo %is,are% organizing the charity event.",49745,2,cloze,
1715,Main,,,S,Yuki,S,,,Filler,0.0-2.0-0.1,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",55497,3,cloze,
1715,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.2,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",60960,4,cloze,
1715,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.3,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",66530,5,cloze,
1715,Main,,,P,those editors,P,,,Filler,0.0-2.0-0.4,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",71820,6,cloze,
1715,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.5,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",76963,7,cloze,
1715,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.6,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",80992,8,cloze,
1715,Main,,,PP,those graduate students,P,these research assistants,P,Critical,0.0-2.0-0.7,7,['are'],,,"Either those graduate students or these research assistants %is,are% conducting the experiments.",91616,9,cloze,
