experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Some financial firms or banks	require	require	Plur	require	root	Some financial firms or banks require additional documents before they’ll make the transfer.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the movement or the ideology	is	be	Sing	become	aux	I’m not suggesting that the movement or the ideology is becoming modern; rather that vast numbers of our young are settling for a “lighter” version of what it means to be Lubavitch.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Every videographer or photographer	has	have	Sing	have	aux	Every videographer or photographer has had that shot of auntie Dorothy’s back as they leant into the aisle to get a photograph of you, inadvertently ruining our shot!	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your photographer or videographer	is	be	Sing	tell	aux	If your photographer or videographer is telling you to go outside right now because there’s a banging sunset, go with them!	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	any initial swelling or redness	has	have	Sing	go	aux	After treatment, you should minimize exposure of the treated area to excessive sun or UV lamp exposure and extreme cold weather until any initial swelling or redness has gone away.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	pregnant women or nursing mothers	receive	receive	Plur	receive	csubj:pass	It is not recommended that pregnant women or nursing mothers receive treatments.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Shotgun or Toolkit	work	work	Plur	work	acl:relcl	Half the time my searches lead to old documentation that has nothing to do with the current way Shotgun or Toolkit work.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a young person or child	feels	feel	Sing	feel	advcl:relcl	It can affect how a young person or child feels about themselves, or how they fit in with friends, at school, or where they live.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the facets of this resume or the things that have to mention	stay	stay	Plur	stay	root	Even when you’re utilizing creative formats and styles, the facets of this resume or the things that have to mention stay the exact same.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the hesitant look or awkward shoulder shrug	makes	make	Sing	make	conj	I doubt my outfit, I ask if it’s ok, and the hesitant look or awkward shoulder shrug makes me feel like it’s bad.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Personal Pronoun	, employees or those	decide	decide	Plur	decide	parataxis	But doubt because of had problem they After money the way, employees or those a decide about We.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	a brown combat boot or black like I have worn here	keep	keep	Plur	keep	root	For the shoes a brown combat boot or black like I have worn here keep the look looking polished and elevated.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you or your parents	earning	earn		earn	acl:relcl	What you or your parents earning today, was your dream income at once.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	this Nori Puncher or seaweed cutter for decorating	cuts	cut	Sing	cut	parataxis	A fun addition to sushi, onigiri rice balls this Nori Puncher or seaweed cutter for decorating easily cuts through seaweed and creates small heart to transform your boring rice to fun food.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	one or more of their photographs	have	have	Plur	end	aux	Sometimes, photographers who host their photos on Flickr find that one or more of their photographs have ended up in decks on our site.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Pounamu or NZ greenstone	is	be	Sing	colouration	cop	The Pounamu or NZ greenstone is a medium Kawakawa, colouration, polished, inlayed, within the silver surround.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your restaurant or food delivery website	works	work	Sing	work	ccomp	We develop websites using mobile-responsive templates to ensure that your restaurant or food delivery website works smoothly across all platforms.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an online food ordering app or website	enables	enable	Sing	enable	root	As the name suggests, an online food ordering app or website enables users to place food orders online and receive delivery at their selected address.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an injury or illness	causes	cause	Sing	cause	acl	End-of-life planning is defined as verbal or written information regarding: (1) an individual’s ability to prepare an advance directive (AD) in the case that an injury or illness causes the individual to be unable to make health care decisions, and (2) whether or not the physician is willing to follow the individual’s wishes as expressed in the AD.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	some or all of them	shape	shape	Plur	shape	conj	Presentations are generally related to the influences of family, society, education, finances, culture or politics and how some or all of them shape everyday lives of individuals.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Some private colleges or schools	have	have	Plur	have	root	Some private colleges or schools have a religious affiliation; others are secular.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Indiana independent colleges or private schools	give	give	Plur	give	root	Typically, Indiana independent colleges or private schools give weight to personal characteristics and activities in addition to considering GPA and test scores.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Many college - bound high school students or new college freshmen	talk	talk	Plur	talk	root	Many college-bound high school students or new college freshmen talk about how they want to study “pre-law.”	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	PAULA or MIP	is	be	Sing	violation	cop	PAULA or MIP is a violation of the National Minimum Drinking Age Act, a federal mandate that was passed in 1984.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	A wrongful arrest or not	is	be	Sing	threat	cop	A wrongful arrest or not, a criminal charge is always a threat to one’s future as this can affect his or her personal and professional life.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	any or all of the above	makes	make	Sing	make	advcl	If any or all of the above makes me worthy of being stereotyped as a ‘typical redhead’ than I am fine with that, simply because respectful, brave, honorable, considerate, compassionate and genuine are the items I am most proud of being.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Softlay 21 or Softlay fleece	are	be	Plur	choice	cop	Softlay 21 or Softlay fleece are the best choices as impact sound from above will be reduced by a minimum 17dB and ambient sound from within a room by 21%.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Softlay 21 or Softlay Fleece	is	be	Sing	system	cop	Softlay 21 or Softlay Fleece is an overlay system that will allow a new finish to be installed over an existing floor, using Softlay as a separating layer.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	All that slaving away at the library ( or dancing in the student union bar ) until the early hours	requires	require	Sing	require	root	All that slaving away at the library (or dancing in the student union bar) until the early hours requires brainpower – and brainpower requires fuel.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	He ( or she or it )	cease	cease	Sing	cease	root	He (or she or it) never cease to amaze me.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the potential gain or loss	becomes	become	Sing	become	acl	High degree of leverage (the use of market resources and information so that the potential gain or loss becomes magnified).	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	1	Plur	Not Pronoun	we , or third parties on our behalf ,	collect	collect	Plur	collect	root	When you visit our website, we, or third parties on our behalf, automatically collect and store information about your device and your activities.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a distinctive day or date in 2018	takes	take	Sing	take	advcl	You shall also use this website to watch out when a distinctive day or date in 2018 takes place.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	Sleep efficiency , or getting the best sleep you are able to ,	is	be	Sing	contributor	cop	Sleep efficiency, or getting the best sleep you are able to, is a vital contributor to living a healthy and productive life.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Personal Pronoun	Plur	Not Pronoun	someone ( or maybe many people )	are	be	Plur	think	aux	I am sure someone (or maybe many people) are thinking, “What is this guy talking about?	c4-train.00001-of-01024_parsed_xad.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	No checks or balance	is	be	Sing	idea	cop	No checks or balance is a bad idea on any level.	c4-train.00001-of-01024_parsed_xad.conllu
PS	False	False	Plur	1	Sing	Not Pronoun	we ( or your in - house marketing team )	spend	spend	Plur	spend	root	Usually we (or your in-house marketing team) spend time in pre-production interviewing people who are the target market, or in the case of a nonprofit have become involved as volunteers, to find out what triggers made them care.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	needs	need	Sing	need	root	For example, if one needs to start the procedure, he or she needs to go to the concerned site, settle on a place to goand numerous choices will show up on the PC screen.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	He or she	gets	get	Sing	get	root	He or she gets the bus detailsthrough instant message and email.	c4-train.00001-of-01024_parsed_xad.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	All weather pitches or MUGA	require	require	Plur	require	root	All weather pitches or MUGA require lots of preparation groundwork’s before the installation of the final surfacing and we have completed many of these constructions.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your website or forum running on WordPress	requires	require	Sing	require	acl:relcl	We know what your website or forum running on WordPress requires to nourish.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A real estate broker or a real estate agent	is	be	Sing	person	cop	A real estate broker or a real estate agent is a person who represents sellers or buyers of real estate/ real property.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	certain acts or attitudes on the part of other people	justify	justify	Plur	justify	ccomp	In short, people who develop IED have learned, usually in their family of origin, to believe that certain acts or attitudes on the part of other people "justify" aggressive attacks on them.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Hand or machine	wash	wash		wash	root	Hand or machine wash separately; cold water.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a balloon , or bulging disc ,	happens	happen	Sing	happen	root	When that cycles is repeated over and over a balloon, or bulging disc, happens.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Personal Pronoun	immigrants from countries that do not have an automatic visa agreement with the USA or those who do not qualify for an American visa ,	cross	cross	Plur	cross	root	In other words, immigrants from countries that do not have an automatic visa agreement with the USA or those who do not qualify for an American visa, cross into American soils via the borders.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Injury or knee pain	occurs	occur	Sing	occur	root	Injury or knee pain often occurs because the muscles supporting the knee are weak.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you or your clients	have	have	Plur	have	acl:relcl	I am happy to answer any questions you or your clients have about down payments, mortgage insurance, or any other questions about purchasing a home.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Plur	Not Pronoun	UNK	Not Pronoun	at least the first four picks or so	are	be	Plur	go	aux	Don’t forget that after the draft, at least the first four picks or so are going to be earning contracts with first year values in the top 51, totaling around $3.5M give or take.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a tiled conservatory or timber bespoke warm roof	are	be	Plur	system	cop	Quite simply, a tiled conservatory or timber bespoke warm roof are tried and tested roofing systems that provide you with a safe and energy efficient roof for your conservatory.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a walking tour or trip on foot	is	be	Sing	means	cop	For those who are fed up with spending time sitting in the car, for those who believe that a walking tour or trip on foot is our natural means.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your kitten or Adult cat	is	be	Sing	receive	aux	To assure that your kitten or Adult cat is receiving the maximum nutrition, feed AvoDerm® dry formulas with any of our can formulas.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	profanity or abusive language	are	be	Plur	bound	cop	We also expect a basic level of civility; disagreements are fine, but mutual respect is a must, and profanity or abusive language are out-of-bounds.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A tree or plant	giving	give		give	root	A tree or plant giving you trouble?	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	society or parents	can	can		obesity	aux	How can society or parents preventation children obesity?	c4-train.00001-of-01024_parsed_xad.conllu
SS	True	False	Sing	Not Pronoun	Sing	Not Pronoun	and either an announcer or an initial item of music	playing	play		play	conj	A typical demonstration would begin with the curtains opening and either an announcer or an initial item of music playing.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the man or woman	is	be	Sing	risk	cop	If this is substandard, then the man or woman is high risk, and will not receive a consolidation loan.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the product or service delivered by the vendor	is	be	Sing	par	cop	If the product or service delivered by the vendor is below par, how will this be handled?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your favorite musician or actor	keeps	keep	Sing	keep	advcl:relcl	To help you understand some of the items we carry, and perhaps why your favorite musician or actor keeps appearing with that raven skull necklace, we have put together a (very abridged) primer on the significant symbols found in Lazaro Jewelry.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Fleur - de - lis ( flower - de- luce ) or European Iris ,	is	be	Sing	symbol	cop	The Fleur-de-lis (flower-de-luce) or European Iris, is an ancient symbol of Europe that dates back at least as far as the founding of the Frankish kingdoms after the crumbling of the Western Roman Empire.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Star of David , or the Shield of David ,	is	be	Sing	symbol	cop	The Star of David, or the Shield of David, is a symbol of modern Jewish identity.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the skirt or top worn over them	covers	cover	Sing	cover	advcl	Leggings, yoga pants, and tight-fitting spandex pants are not permitted unless the skirt or top worn over them clearly covers the posterior and must be the same length in the back, front, and sides.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The vast majority of Russians , or 89 percent	believe	believe	Plur	believe	ccomp	The vast majority of Russians, or 89 percent, believe that their country's response to the mass expulsion of Russian diplomats worldwide over the poisoning of former Russian intelligence officer Sergei Skripal and his daughter, allegedly orchestrated by Moscow, was appropriate, a poll conducted by the (VTsIOM) showed on Friday.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your making or sophisticated	has	have	Sing	have	ccomp	If you're cleaning out ones apartment, make it a point that your making or sophisticated has enough space offered where you can squeeze dumpster.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your city or town	lets	let	Sing	let	ccomp	If you are cleanup your home or even yard, be sure that your city or town lets you keep such facilities on the street.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	CapitaRetail China Development Fund , or CRCDF , a US $ 600 million closed - end private fund sponsored by CapitaLand	has	have	Sing	acquire	aux	CapitaLand Ltd, Southeast Asia's biggest developer, announced yesterday that CapitaRetail China Development Fund, or CRCDF, a US$600 million closed-end private fund sponsored by CapitaLand, has acquired a 65 percent stake in six retail malls in China.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	cardholder	cop	The number or code that a cardholder must type in to confirm that he or she is the genuine cardholder.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Promotional newsletters or informative brochures	are	be	Plur	way	cop	Promotional newsletters or informative brochures are a great way to keep in touch with your customers.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Canadian Tectonics Group , or CTG ,	is	be	Sing	division	cop	The Canadian Tectonics Group, or CTG, is a division of the Geological Association of Canada (GAC).	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	slavery and / or human trafficking	are	be	Plur	risk	cop	However, due diligence is undertaken by 1Spatial to ensure we only engages with reputable suppliers and avoids contracting with suppliers or subcontractors which are located within geographical areas where slavery and/or human trafficking are a risk.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Personal Pronoun	Hassy or whatever	does	do	Sing	have	aux	I am not saying that Hassy or whatever doesn't have better highlights, just saying that 12, 14 or 16 bits has nothing to do with that.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	one or more	are	be	Plur	service	cop	GPW’s Internet service is multi-homed to multiple upstream Internet Service Providers, insuring businesses the availability of an ISP even if one or more are out of service.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a word ( or " concept " )	means	mean	Sing	mean	advcl	What a word (or "concept") means is immaterial.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an organization — or individual	hire	hire		hire	csubj	In this video, Andrea Delligatti, Ph.D., talks about when it’s appropriate for an organization — or individual — to hire a business psychologist vs. a business coach.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	EQ , or Emotional Intelligence	is	be	Sing	requirement	cop	EQ, or Emotional Intelligence is a requirement for organizations of the 21st century.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you , or your organization	is	be	Sing	run	aux	The quicker you can get to the true cause of the problem, the more money you save, but also the more money you earn — because you, or your organization is running at peak performance.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Williams Interactive or WMS which the company is also formally recognized as	is	be	Sing	part	cop	Williams Interactive or WMS which the company is also formally recognized as is nowadays a part of the huge gambling conglomerate known as Scientific Games.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or your company	need	need	Sing	need	acl	The next time that you or your company need a control panel provider that specializes in bringing water features to life, think of South Coast Controls!	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	A Coupon code ( or popularly known as discount coupons , promotion code etc. )	is	be	Sing	number	cop	A Coupon code (or popularly known as discount coupons, promotion code etc.) is a special number / character or code that shoppers can enter at the final checkout of an online store in order to receive a discount.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	vital energy , or " prana , "	moves	move	Sing	move	acl:relcl	The human body is a complex energy form; in addition to the 114 chakras, it also has 72,000 "nadis," or energy channels, along which vital energy, or "prana," moves.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Ethereum , or Ether for short ,	works	work	Sing	work	root	Ethereum, or Ether for short, works around a different model, this one being based on Smart Contracts and Distributed Applications to be executed upon certain conditions being met without any downtime, fraud or other factors that require human judgement.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	lenders or customers	start	start		start	ccomp	Mortgage brokers largely expect the final report to recommend lenders or customers start paying brokers a flat fee at a lower rate than the current upfront and trailing commission system.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the customer and / or his factory supplier	wants	want	Sing	want	advcl	If the customer and/or his factory supplier wants to play a role in that change it must have a seat at the table where the decisions are made.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you know	has	have	Sing	have	advcl	If you or someone you know has any questions about the housing market, current rates or home loan products, please don’t hesitate to contact me.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Hospital billing or medical billing services	deal	deal	Plur	deal	root	Hospital billing or medical billing services generally deal with the process of presenting and following the insurance companies in order to get back the payments for the assistance that is provided by a healthcare concern.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	The cation and anion resins or cation and inert resins ,	cling	cling	Plur	cling	root	The cation and anion resins or cation and inert resins, when clumped, cling together, resisting ordinary efforts to separate them.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	True	False	UNK	Not Pronoun	UNK	Not Pronoun	Either one or the other	make	make		make	parataxis	Now, I am not sure if that "soon" means really soon, or that kind of "soon" which takes years lol Either one or the other make sure to take your time in order to deliver the best product you have to offer.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Trajssexual or more Emagrece these things	is	be	Sing	Tfanssexual	cop	If Trajssexual or more Emagrece these things is Tfanssexual, your Dating was likely removed by Automoderator, reddit's.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	an individual or individuals	gain	gain	Plur	gain	acl:relcl	Hacking is an act where an individual or individuals gain access to a computer, computer data or computer network without permission to do so.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a player , or combination of players ,	is	be	Sing	game	cop	“The numbers on the Lenovo computers at courtside will be crunched to produce the Lenovo Stat, a plus or minus number that shows the point differential for when a player, or combination of players, is in the game and the effect they have on the team as a whole.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	your assistance needs or opportunities	have	have	Plur	change	aux	If you are a returning student who used student assistance last year, take a moment to check whether your assistance needs or opportunities have changed since your last application.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	leave	aux	I feel in some cases this is because people don’t realise and appreciate the artist’s work until he or she has physically left this plateau.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	as well as support bowl flow or pressure	activates	activate	Sing	activate	conj	Jaw crushers process medium to hard quarry rock or other materials by Hydraulic rotate mechanism for high speed adjustment as well as support bowl flow or pressure activates an alarm and stops the crusher; Anti spin device option.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	TV or radio	tend	tend	Plur	tend	advcl	If TV or radio tend to distract, turn off extraneous noise.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Brazilian Teak ( or Cumaru )	is	be	Sing	species	cop	Brazilian Teak (or Cumaru) is a very hard wood flooring species.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	sunblock or avoiding sun exposure	does	do	Sing	prevent	aux	He found that sunlight does NOT cause melanoma and therefore sunblock or avoiding sun exposure does not prevent melanoma.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a friend or family member	help	help		help	csubj	It is not uncommon for a friend or family member to help pay their loved one’s legal fees in order to retain a competent and experienced attorney.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	every job applicant or potential employee your organization deals	represents	represent	Sing	represent	parataxis	And to bring this into a more clear picture, think on this: every job applicant or potential employee your organization deals represents a potential customer or potential former customer.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A player , or disc ,	is	be	Sing	bound	cop	A player, or disc, is only out of bounds if they land out of bounds.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the group leader or teacher	start	start		start	csubj	(7) Only having a change of possession when the defending team blocks or intercepts a pass can serve as a good method of teaching a team the importance of defending. (10) With self-refereeing being a new concept when in a structured environment (it is the method used while playing any game in a park!), it may be necessary for the group leader or teacher to start discussions between players.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an accident or damage to your property	happens	happen	Sing	happen	acl:relcl	Also, insurance is essential in the case where an accident or damage to your property happens since the company will be able to cover for either the medical or the damage costs.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the director and / or the story	do	do	Plur	fit	aux	Especially if the director and/or the story don't fit within very narrow parameters.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A Teflon tube usually about 1/16 inch O.D. , or a set of Teflon tubes 22 and 22b ,	extends	extend	Sing	extend	root	A Teflon tube usually about 1/16 inch O.D., or a set of Teflon tubes 22 and 22b, extends through the head of the tee to complete the first passage.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a recruiter or potential employer	scans	scan	Sing	scan	acl:relcl	“The very best one-third of your cv is just what a recruiter or potential employer scans to ascertain if indeed they will browse the rest … plus they only give it three moments,” says profession instructor Jennifer Braganza.	c4-train.00001-of-01024_parsed_xad.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Applicant monitoring systems , or the program used to check out resumes ,	look	look	Plur	look	root	Applicant monitoring systems, or the program used to check out resumes, look for relevant keywords to go a applicant onward.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	graduate	aux	When a Seneca youth turns 18 and can show that he or she has graduated from high school or earned a GED, he or she receives a lump sum of $30,000.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	receives	receive	Sing	receive	root	When a Seneca youth turns 18 and can show that he or she has graduated from high school or earned a GED, he or she receives a lump sum of $30,000.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Crushed stone or angular rock	is	be	Sing	form	cop	Crushed stone - Wikipedia, the free encyclopedia- what is stone crushing ,Crushed stone or angular rock is a form of construction aggregate, typically produced by mining a suitable rock deposit and breaking the removed rock down to.rock crusher/mobile crusher/stone crusher/sand washing machine .	c4-train.00001-of-01024_parsed_xad.conllu
