experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a firm ( or household )	has	have	Sing	have	acl:relcl	The basic choice a firm (or household) has to finance its investments is to use either i) equity (or savings) or ii) debt.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your Montezuma home or business	has	have	Sing	have	ccomp	If you suspect that your Montezuma home or business has a mold problem, SERVPRO of Clay, Parke, Sullivan, Vermillion Counties can inspect, assess and remediate your property.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The high viscosity or thickness of the grease	ensures	ensure	Sing	ensure	root	The high viscosity or thickness of the grease ensures the proper adhesion to the diff balls resulting in a longer lasting ball diff, the silicone properties will ensure the grease will not thin out under high temperatures.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Amla or Indian gooseberry	is	be	Sing	source	cop	Amla or Indian gooseberry is the richest natural source of vitamin C.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	some powerful mage or witch	coming	come		come	advcl	Delta shivered, thinking of some powerful mage or witch coming in and touching her Core, taking her Mana that she earned and needed… because the magic users didn’t see Delta as anything but a battery.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the reader or listener	is	be	Sing	catcher	cop	On the contrary the reader or listener is much more like the catcher in a game of baseball."	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the individual or the family	gets	get	Sing	get	conj	Often such debts cannot be paid off in time, and the individual or the family gets in deeper poverty, and sometimes leads to suicide.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Personal Pronoun	UNK	Not Personal Pronoun	what or who	is	be	Sing	you	cop	Unless you are excellent at reading and remembering tactical terrain, you might not know what or who is behind you.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Personal Pronoun	UNK	Not Personal Pronoun	what or who	is	be	Sing	you	cop	Unless you are excellent at reading and remembering tactical terrain, you might not know what or who is behind you.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Belgium or France	awaiting	await		await	advcl	E ngland play Croatia in their first World Cup semi-final since 1990 with Belgium or France awaiting the winner in the final.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Faulty system memory , or RAM ,	is	be	Sing	something	cop	Faulty system memory, or RAM, is something that can cause random crashes, freezing, and errors.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the alveolar bone , or the portion of the jaw bone that anchors the teeth into the mouth ,	receives	receive	Sing	receive	root	When teeth are missing, the alveolar bone, or the portion of the jaw bone that anchors the teeth into the mouth, no longer receives the necessary stimulation it needs and begins to break down or resorb.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Even millenials or digital natives	need	need	Plur	need	root	Even millenials or digital natives need support with using technology meaningfully and resourcefully at work: we assume that young people are on top of tech.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The uninitiated teacher or trainer	risks	risk	Sing	risk	root	The uninitiated teacher or trainer risks missing the forest for the trees.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A matrix activity or game	is	be	Sing	strategy	cop	A matrix activity or game is an instructional strategy for getting learners to categorize, come up with solutions, or discuss points presented within a grid.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Wireless Internet via Wi - Fi , or at least cable Internet access	is	be	Sing	requirement	cop	Wireless Internet via Wi-Fi, or at least cable Internet access is an usual requirement of many people on a business trip and of holiday travelers as well.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Each business or corporation	has	have	Sing	have	root	Each business or corporation has their own policies and procedures which dictate how quickly the matching gift gets to The Avielle Foundation.	c4-train.00002-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	copper hair extensions micro rings or tube over years experience	works	work	Sing	work	root	copper hair extensions micro rings or tube over years experience beauty works.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your friend or loved one	is	be	Sing	go	aux	If you have never had recurring panic attacks, it may be hard to understand the difficulties your friend or loved one is going through.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	needs	need	Sing	need	acl:relcl	If you’re out with your friend or loved one in his or her fearful world, he or she must know that you can, and will, provide the assistance he or she needs without question.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	show	aux	Every time an agoraphobic ventures past his or her safe zone, he or she is showing you monumental strength.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	whole grains or feeds deficient in minerals and vitamins	make	make	Plur	make	advcl	The problem is produced when whole grains or feeds deficient in minerals and vitamins make up the bulk of the laying hen diet.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Coccidiostats and / or antibiotics	are	be	Plur	medication	cop	Coccidiostats and/or antibiotics are the two most common medications added to feeds.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Any enlarging or shrinking of vertices during the modelview transformation	changes	change	Sing	change	root	Any enlarging or shrinking of vertices during the modelview transformation also changes the length of normals.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	only the pack or only the unpack modes	need	need	Plur	need	ccomp	Still, you may find that only the pack or only the unpack modes need to be saved and restored and sometimes only one or two of the modes.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	Does	do	Sing	give	aux	Does he or she give you good advice and keep you from acting rashly?	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	warranty claims or returns	come	come	Plur	come	advcl	If the product is defective, the OEM may not be aware of the defect until warranty claims or returns come in through traditional methods.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	every customer or consumer	is	be	Sing	use	cop	One of the unique aspects of the maintenance business is that every customer or consumer uses the equipment in a slightly different way, depending on their business model, type of equipment or asset, or other factors.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your abusive parent or relative	turns	turn	Sing	turn	advcl	It will be even more devastating if your abusive parent or relative turns other family members against you; their betrayal and disloyalty will compound your sense of loss.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	their grandparents or other relatives	mistreating	mistreate		mistreate	advcl	You will be surprised at how much they already know, and how uncomfortable they've been all along with their grandparents or other relatives mistreating their mother.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The digital divide , or the digital split ,	refers	refer	Sing	refer	root	The digital divide, or the digital split, refers to the differing amount of information between those who have access to the Internet - especially broadband access - and those who do not have access.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Our market theme and / or focus for 2019	continues	continue	Sing	continue	root	Our market theme and/or focus for 2019 continues to center on the acronym E-F-G or Earnings, FOMC, Global Trade.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your enterprise ( or your family )	stays	stay	Sing	stay	advcl	Each a part of that cycle—the place to get money, learn how to invest money, how a lot to price and pay for issues so that your enterprise (or your family) stays in business—includes a financial decision.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	95 % or more of the counseling	takes	take	Sing	take	parataxis	He understands that he is the master of his choices, and day in, day out he is making safer, healthier, more respectful choices." 95% or more of the counseling takes place in individual sessions.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the best route either into or for progression in hospitality and tourism	is	be	Sing	what	cop	So what is the best route either into or for progression in hospitality and tourism?	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your wheelchair or mobility scooter	does	do	Sing	fit	aux	If your wheelchair or mobility scooter doesn't fit within the dimensions above, it will need to be stored in the baggage compartment underneath the bus.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The courts ' default , or standard agreement	forms	form	Sing	form	root	The courts' default, or standard agreement forms a binding contract members of parliament were reduced its Falcon 9 rocket more power, unfairness, and unconscionability.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the bidet ’s filters or nozzles	need	need	Plur	need	advcl	When the bidet’s filters or nozzles need cleaning or changing, the user is notified via a push notification and directed to the online storefront IoT Shop where accessories and replacement parts for the bidet can be purchased.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Sober living houses or SLHs	are	be	Plur	space	cop	Sober living houses or SLHs are drug and alcohol free living spaces for people who are attempting to wean themselves from drugs and alcohol.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	the last decade or two	has	have	Sing	bring	aux	While the last decade or two has brought it more recognition, cremation services in Hillsboro(MD) are still somewhat of an uncommon entity.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The flying speed , or more accurately the range of flying speed from stall to high speed ,	depends	depend	Sing	depend	root	The flying speed,or more accurately the range of flying speed from stall to high speed, depends on the wing loading .	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your Chatham - Kent home or business	has	have	Sing	have	advcl	If your Chatham-Kent home or business has an exterior oil tank, interior oil tank, above ground fuel storage tank, underground fuel storage tank or heating oil tank that is no longer in use or past it's service life-cycle it must be removed from your home.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Coaching , or performance management ,	is	be	Sing	application	cop	Coaching and Performance Management Coaching, or performance management, is the systematic application of methods and tools to help create an ongoing dialogue focused on improving an individual’s behaviors.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	such buildings or structures	do	do	Plur	constitute	aux	The provisions of this code relating to the construction, alteration, repair, enlargement, restoration, relocation or moving of buildings or structures shall not be mandatory for existing buildings or structures identified and classified by the state or local jurisdiction as historic buildings when such buildings or structures do not constitute a distinct hazard to life or property.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the structure or activity to which such records relate	remains	remain	Sing	remain	advcl	Such official records shall be retained for not less than five years or for as long as the structure or activity to which such records relate remains in existence, unless otherwise provided by other regulations.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a material or method	does	do	Sing	conform	aux	Whenever there is insufficient evidence of compliance with the provisions of this code, or evidence that a material or method does not conform to the requirements of this code, or in order to substantiate claims for alternative materials or methods, the fire code official shall have the authority to require tests as evidence of compliance to be made at no expense to the jurisdiction.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the operation or use of the building	is	be	Sing	limitation	cop	The design professional shall provide written confirmation to the code official before a certificate of occupancy is issued that the performance-based design has been properly implemented, that the operation or use of the building is within the limitations of the design and that adequate controls are in place to maintain compliance with the conditions of the design throughout the life of the building.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the application or the construction documents	do	do	Plur	conform	aux	If the application or the construction documents do not conform to the requirements of pertinent laws, the fire code official shall reject such application in writing, stating the reasons therefor.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the proposed work or operation	conforms	conform	Sing	conform	ccomp	If the fire code official is satisfied that the proposed work or operation conforms to the requirements of this code and laws and ordinances applicable thereto, the fire code official shall issue a permit therefor as soon as practicable.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	such suspension or abandonment	has	have	Sing	exceed	aux	Before such work recommences, a new permit shall be first obtained and the fee to recommence work, if any, shall be one-half the amount required for a new permit for such work, provided no changes have been made or will be made in the original construction documents for such work, and provided further that such suspension or abandonment has not exceeded one year.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	any work or installation	does	do	Sing	pass	aux	Where any work or installation does not pass an initial test or inspection, the necessary corrections shall be made so as to achieve compliance with this code.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	few business owners or managers	have	have	Plur	have	conj	We all know that reading any sort of government literature can be pretty off-putting and few business owners or managers have the time to wade through websites and the like.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	whichever activity or line of thought	takes	take	Sing	take	advcl	It signifies the tendancy to wish, to dream and indulge in whichever activity or line of thought takes your fancy.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the fluid or ‘ puss ’	is	be	Sing	contaminate	cop	On a problematic and acneic skin the fluid or ‘puss’ is often contaminated, by squeezing your pimples you are in effect spreading the infection and cross contaminating your skin.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a son or daughter	remembers	remember	Sing	remember	advcl:relcl	Sometimes they can be beautiful and tender moments that give you an insight into how a son or daughter remembers their parent or how important the deceased was to the life of the survivors.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the world or its physics	operating	operate		operate	advcl	There are also some annoyances to do with the world or its physics not quite operating how you expect – I came up with one inventive solution for a problem, only to slide off a perfectly stable surface to get skewered on some spikes – but as free games go, it’s a winner.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A triple net lease , or NNN lease	is	be	Sing	structure	cop	A triple net lease, or NNN lease is a common commercial lease structure.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the primary risk or downside	relates	relate	Sing	relate	root	For the tenant, the primary risk or downside relates to the possibility of substantial increases in property taxes, insurance and other expenses.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Mr Bon Jovi or is it Mr. Jovi	shows	show	Sing	show	root	Sure, Mr Bon Jovi or is it Mr. Jovi occaisionally shows up but if you’re actually going to eat it sounds like that isn’t the place where you want to go.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	that member or other members	have	have	Plur	have	conj	The second is an SMSF with one or more members where any one member has more than $1.6 million in pension phase, and that member or other members have an accumulation account.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A plant or herb that is considered a tonic	helps	help	Sing	help	root	A plant or herb that is considered a tonic generally helps to increase energy through metabolic means, restore and maintain balance of homoeostasis, and increase overall resistance and immunity.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The coffee kitchen table or exactly rectangle adjustable height coffee table target	is	be	Sing	accent	cop	The coffee kitchen table or exactly rectangle adjustable height coffee table target is usually a furnishing accent of which enriches the actual shape regarding settees and accent chairs, paying off during the area to be a point of interest intended for times regarding hospitality and relaxation.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the mail and / or internet	working	work		work	advcl	The first unit I rented was a closet and when a job opportunity would have put me overseas for a couple of years, they were very thoughtful & more than willing to work with me in the event that a payment or two were late due to the mail and /or internet not working properly.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	is	be	Sing	face	aux	If you or a loved one is facing criminal charges, one way to maximize your chances of receiving a just outcome is to make sure you have a skilled and determined advocate on your side.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a dis-ease or symptom	occurs	occur	Sing	occur	advcl	The vast majority of people aren't aware of their stress level until a dis-ease or symptom occurs.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the editor or client	is	be	Sing	want	cop	The worst-case scenario is when the editor or client wants it shorter, longer, more detailed, or completely different than the way you wrote it.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a lovesick man or woman	gives	give	Sing	give	acl:relcl	For most people, “The Twelve Days of Christmas” is a silly song that simply mentions a series of extravagant gifts that a lovesick man or woman gives to his or her beloved at Christmastime.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Victoria Falls ( or its more apt Tongan name , Mosi - oa - Tunya , “ The Smoke That Thunders ” ) ,	has	have	Sing	see	aux	Victoria Falls (or its more apt Tongan name, Mosi-oa-Tunya, “The Smoke That Thunders”), has seen a number of properties mushroom around its area in the past decades, but perhaps nothing is more famous than Tongabezi.	c4-train.00002-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Certain colors or polledness	are	be	Plur	extra	cop	Certain colors or polledness are simply fancy extras, and DO NOT substitute for true quality.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a family member or friend	passes	pass	Sing	pass	advcl	When a family member or friend passes away (known as the "decedent"), someone close to that person is typically required to assist in organizing and settling their financial affairs and in disposing of their assets and liabilities.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Divorce or Separation	is	be	Sing	experience	cop	Divorce or Separation is among the most difficult experiences that an individual can go through.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your landlord or tenant	is	be	Sing	violate	aux	In the event that your landlord or tenant is violating the terms of your lease our office also has knowledge and experience to ensure the terms of that agreement are upheld.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	True	Sing	Not Pronoun	Sing	Not Pronoun	Neither the Silent Hill HD Collection or Downpour	appear	appear	Plur	appear	root	Neither the Silent Hill HD Collection or Downpour appear on the marketplace with any info.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	survives	survive	Sing	survive	advcl	The character permanently learns the spell regardless of whether he or she survives the schecter blackjack sls price.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The discovery or development of human will in modern consent - based social contract theory	casts	cast	Sing	cast	root	The discovery or development of human will in modern consent-based social contract theory casts doubt on the existence of the natural law and complicates the problem of legitimacy and obligation.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	advcl	Brushing won’t do a thing to this type of bad breath, so ask your child if he or she has a sore throat or burning nasal passages.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	your program ( s ) or services	intersect	intersect	Plur	intersect	ccomp	While we are interested in understanding if your program(s) or services intersect with Pre-K-12, we cannot fund solutions with a focus on Pre-K – 12 directly.	c4-train.00002-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Broken or stuck piston rings or a blown head gasket	are	be	Plur	source	cop	Broken or stuck piston rings or a blown head gasket are potential sources of leakage.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Florence , or " the Renaissance City " ,	is	be	Sing	destination	cop	Firenze Card is Worth It? Florence, or "the Renaissance City", is a destination featuring many attractions and interesting guided tours.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Employees or guests	use	use	Plur	use	root	Employees or guests use it to wirelessly display important presentations, documents, reports, and videos from their computer to the big screen.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	do	aux	In this state, whatever writing one does risks suffering in the shadow of this phantom writing (that he or she is not doing).	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a story or essay	is	be	Sing	come	aux	But I do find it comforting that if a story or essay isn’t coming together right now, I may have the resources later.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Physical geography or physiography	is	be	Sing	subfield	cop	Physical geography or physiography is a subfield of geography that focuses on the systematic study of patterns and processes within the hydrosphere, biosphere, atmosphere, and lithosphere.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the chapter ( or heading )	excludes	exclude	Sing	exclude	ccomp	We note, in particular, that Note 1(t) to Chapter 95, HTSUSA, as well as the EN's to heading 9505, state that the chapter (or heading) excludes electric garlands of all kinds (heading 9405).	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Virgo stream or Virgo stellar over- density	is	be	Sing	remnant	cop	The Virgo stream or Virgo stellar over-density is a very faint and very disrupted remnant that has been found in SDSS data.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the lender or the property	brings	bring	Sing	bring	advcl	The lender must drop the insurance once the lender or the property brings the mortgage balance to less than 80%, essentially dropping out of the higher risk range and negating the need for the insurance.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Pronoun	Plur	Not Pronoun	http://www.king-design.co.uk and / or its licensors	own	own	Plur	own	root	Other than the content you own, under these Terms, http://www.king-design.co.uk and/or its licensors own all the intellectual property rights and materials contained in this Website.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Home Depot or Rona	have	have	Plur	have	root	Home Depot or Rona also have packing boxes available.	c4-train.00002-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	about 500,000 women , or a little more than 1 percent of women 50 and older ,	live	live	Plur	live	ccomp	Data from the U.S. Census Bureau indicate that about 500,000 women, or a little more than 1 percent of women 50 and older, currently live with a nonromantic housemate.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a cats coat or colour	determines	determine	Sing	determine	ccomp	I don't believe that a cats coat or colour necessarily determines their personality.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your family or business	requires	require	Sing	require	acl:relcl	We then send it to moving companies in Churchaven we know will do the job on time, on budget, with the reliability your family or business requires.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a bank or credit union	offer	offer		offer	csubj	Yes, I agree it doesn’t make sense for a bank or credit union to offer a free checking account yet call it something other than free checking.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a bank or credit union	enhances	enhance	Sing	enhance	advcl	Free interest checking is often the name used when a bank or credit union enhances its free checking account by paying interest on the balance in the account.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the bank or credit union	includes	include	Sing	include	advcl	You earn a higher rate of interest on the balance in the account as the bank or credit union includes the balances in all of your deposit accounts in your rewards account.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the product or system	does	do	Sing	do	acl:relcl	Thirdly (and most definitely!) in the actual interaction design, e.g. detailing exactly what the product or system does, and how it does it, e.g. how does it respond to user interaction.	c4-train.00002-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	well over half a billion people , or 15 % of the world 's population	live	live	Plur	live	root	Nevertheless, well over half a billion people, or 15% of the world's population live in arid desert areas.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	Tinea pedis or commonly known as athlete ’s foot	is	be	Sing	infection	cop	Tinea pedis or commonly known as athlete’s foot is a common fungal infection that usually occurs on toes.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	No - show ( or late cancellation ) of free passenger	incurs	incur	Sing	incur	root	(3) No-show (or late cancellation) of free passenger incurs $238 penalty fee for the reserved bus seat.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your office or home	is	be	Sing	area	cop	If your office or home is in a compact tight generating area and you do not think the dumpster can be sent to it, you better reconsider.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Coca - Cola or Intel	has	have	Sing	have	acl:relcl	"A lot of times I'll work with these non-profit clients, and they don't have the budget Coca-Cola or Intel has," Snyder says.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	1	Derek or I	pushing	push		push	conj	We also started going on nightly walks with Jay on his bike, and Derek or I pushing Em in the wheelchair.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the physician , or the highest - paid staff members ,	is	be	Sing	perform	cop	Another major problem facing physicians that use an application-based EMR system is that the physician, or the highest-paid staff members, performs the data entry.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The outer casing and / or a fragmentation matrix consisting of notched wire , preformed fragments ( spherical or otherwise , )	provide	provide	Plur	provide	root	The outer casing and/or a fragmentation matrix consisting of notched wire, preformed fragments (spherical or otherwise,) provide the projectiles.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	claims or complaints	come	come	Plur	come	acl	This is especially important in the event that claims or complaints come up.	c4-train.00002-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Delayed outcomes or an overextended work schedule	leads	lead	Sing	lead	root	Delayed outcomes or an overextended work schedule leads to over costing, aside from other inconveniences.	c4-train.00002-of-01024_parsed_xaa.conllu
