experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Highest point in the sky or culmination	is	be	Sing	a.m.	cop	Highest point in the sky or culmination is at 3.23 am in the South South East at an altitude of 46°.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Primary Camera or Rare / Back Camera	is	be	Sing	mp	cop	Primary Camera or Rare/Back Camera is at 13 MP, f/2.0, autofocus, dual-LED (dual tone) flash with Geo-tagging, touch focus, face detection, panorama, HDR and video recording capability of 1080p@30fps.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A cigarette , or cigaret ,	is	be	Sing	cylinder	cop	A cigarette, or cigaret, is a small cylinder of finely cut tobacco leaves rolled in thin paper many mg r1 light cigarette for smoking.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A cigarette , or cigaret ,	is	be	Sing	cylinder	cop	A cigarette, or cigaret, is a small cylinder bristol cigarette outlets of finely cut tobacco leaves rolled in thin paper for smoking.	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Insufficient specimen volume or incorrect procedural techniques	are	be	Plur	reason	cop	(1)Insufficient specimen volume or incorrect procedural techniques are the most likely reasons for control line failure.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you love	suffers	suffer	Sing	suffer	advcl	If you or someone you love suffers Molly addiction, you’ve seen the changes this drug can bring to your life.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Fwd numbers or 070 numbers	allow	allow	Plur	allow	root	Fwd numbers or 070 numbers allow calls to be diverted to Landline, or to Mobiles anywhere in the UK or around the world.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	Not Pronoun	it or the house	being	be		part	cop	However there could be inheritance tax attractions in using the home reversion plan route, as it enables you to gift all or part of the cash to your heirs and avoids it or the house being part of your estate provided you live for a further 7 years.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	32 % or 2,287	transferring	transfer		transfer	acl	In the Fall of 2017, there were 7,097 incoming undergraduate students with 32% or 2,287 transferring from another institution.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	lead or mercury	damaging	damage		damage	advcl	to get rid of your unwanted electronics, you don't have to worry about lead or mercury damaging Brooklyn's natural resources.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	restrictive provisions or practices	do	do	Plur	discriminate	aux	Evaluate leave policies to ensure restrictive provisions or practices do not discriminate on the basis of pregnancy or related medical conditions.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an investor or trader	look	look		look	advcl	And the amount of data out there for an investor or trader to look through makes it even harder to find any kind of an edge.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the service or product	begins	begin	Sing	begin	advcl	Over time as the service or product begins to excel, then a price boost will undoubtedly be introduced.	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the product or services offered	is	be	Sing	standard	cop	The wide employ of social media by millions of consumers will be ultimately regarded, as talked about by Lipschultz, J. H (2014) as free promotion, however, if the product or services offered is not from the standard as first meant, then this negative suggestions can easily spread causing a lot harm to the intended product or service.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you or others in your organization	Are	be	Sing	face	aux	Are you or others in your organization facing any of these issues?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	utilizes	utilize	Sing	utilize	conj	Secondly is Accountability, I will ensure that the President’s agenda is on track and that he or she properly utilizes the Union’s budget.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	your or someone you know	has	have	Sing	have	advcl	If your or someone you know has information regarding possible violations of the FCA, please contact our whistleblower attorney team for a consultation.	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the access schedule or pickup / drop­off addresses	have	have	Plur	change	aux	Approval from both parents is not necessary, providing the access schedule or pickup/drop­off addresses have not changed from the current year.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a bridesmaid , or a flower girl whilst she throws petals out of the baby wedding carriage	pulling	pull		pull	acl	Or even if they have nieces, nephews or friends young children - for instance the lovely sight of a bridesmaid pulling a page boy up the aisle, or a flower girl whilst she throws petals out of the baby wedding carriage!	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Gobardhan Pin code or Postal zip code of Gobardhan	is	be	Sing	number	cop	Gobardhan Pin code or Postal zip code of Gobardhan is an unique Post index number provided to the post office of Gobardhan, Guwahati Division, Kamrup District of Assam state, India.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the chewing of tobacco or smoking of cigarettes or bidis etc	causes	cause	Sing	cause	conj	“Life sans health is not worth living and the chewing of tobacco or smoking of cigarettes or bidis etc causes irretrievable hazard to health and it is the obligation of the State to make the people aware as regards the injurious nature of these indulgences”.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	hand or foot	beating	beat		beat	acl	His verse-readings, with hand or foot beating emphatic time, were famous.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your home or business	is	be	Sing	area	cop	When your home or business is at a smaller small driving area and you don't even think a dumpster could be delivered to that, think again.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	this car or truck	get	get	Plur	get	root	Briefly, this car or truck get by payment.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you love	Do	do	Sing	have	aux	Do you or someone you love have Lyme, MS, arthritis, chronic pain, Fibromyalgia, shingles, cancer, eczema, asthma, autoimmune disorders or other types of inflammatory disease?	c4-train.00002-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	An organised and well - maintained commercial premises or office	offers	offer	Sing	offer	root	An organised and well-maintained commercial premises or office offers a warm environment for guests and people living in it.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Commission or a Bureau	issues	issue	Sing	issue	advcl	When the Commission or a Bureau issues a notice of proposed rulemaking (NPRM), it gives the public an opportunity to comment on it, before the issues are decided.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	that checklist or the estimate	shows	show	Sing	show	ccomp	Companies may be asked by you in your area and you'll find that checklist or the estimate shows you the exact idea they've for the room.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	people or groups of people	do	do	Plur	do	acl:relcl	Religion conversion is an action that people or groups of people do to join or migrate into another religion or believe which is contradicted to the previous believe.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A pool or a gym right at your ‘ door step ’	are	be	Plur	dream	cop	Amenities – A pool or a gym right at your ‘door step’ are not a dream anymore for you.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Drones , or UAVs ,	are	be	Plur	validate	aux	Drones, or UAVs, are validating useful with wedding occasion digital photography also.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you ( or a member of your family who is a patient at this practice )	have	have	Plur	have	advcl	If you (or a member of your family who is a patient at this practice) have information or communication needs, sensory loss or a disability, please let us know.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	one single reason ( or cause )	has	have	Sing	have	advcl	If one single reason (or cause) has to be given for its burgeoning, then it has to be the sadly remarkable absence of visionary leadership throughout our history.	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	New information / and or pictures	do	do	Plur	appear	aux	New information / and or pictures do appear from time to time.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The old President or superintendent	leaves	leave	Sing	leave	root	The old President or superintendent leaves, a new one is hired, and you and/or your associates are tasked with welcoming the new leader.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	ccomp	Inquire directly with the new Administrator if possible, or their closest support staff to find out if he or she has any feelings about a party.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	1	Plur	Not Pronoun	we , or companies engaged by us for such purpose ,	undertake	undertake	Plur	undertake	acl:relcl	We may collect Personal Information through surveys which we, or companies engaged by us for such purpose, undertake.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Slab top table or live edge countertop	is	be	Sing	option	cop	Slab top table or live edge countertop is a great option.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	my solicitor or conveyancer	Does	do	Sing	pay	aux	Does my solicitor or conveyancer pay my Stamp Duty on my behalf when buying a property in Northampton for £240,000?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	such site or application	links	link	Sing	link	advcl	This privacy statement does not apply to information that we collect through other means (e.g., other websites or other methods such as telephone calls), or to information collected on any other company or third-party site or application regardless of whether such site or application links to or is accessible from this Application.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	All TimeVeilBros , or as I simply call her Veil ,	is	be	Sing	rper	cop	AllTimeVeilBros, or as I simply call her Veil, is an awesome rper.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	’s	be	Sing	come	aux	For instance, students might need to write about a specific hardship in life he or she’s over come.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	start	aux	No money yet but he or she is just starting to do that.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A bequest or gift by Will	is	be	Sing	way	cop	A bequest or gift by Will is the simplest and most popular way of making a legacy gift to the Chesley & District Health Services Foundation.	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	a combination of such wheels in a block , or of such wheels or blocks in a tackle ,	increase	increase		increase	root	a combination of such wheels in a block, or of such wheels or blocks in a tackle, to increase the force applied.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a bail bond agent or company	does	do	Sing	do	advcl	But let us first elaborate on what a bail bond agent or company does.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	one or two that actually fall out	be	be		be	xcomp	Granted, you are probably swallowing most of them, but there have to be one or two that actually fall out.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	pop stars or celebrities	are	be	Plur	wear	aux	Fashion is commonly related to what pop stars or celebrities are wearing, but it actually refers to way more than the exclusive and expensive clothing producing by main designers.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	3	Plur	1	They ( or should that be “ we ” )	are	be	Plur	get	aux	They (or should that be “we”) are getting old, you know.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the best classification or description of goods / services	is	be	Sing	what	cop	But, trademark applications may involve tricky issues such as the correct applicant/owner, or what is the best classification or description of goods/services.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the benefits or side - effects if any	are	be	Plur	what	cop	If so, what are the benefits or side-effects if any?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the candidate or registrant	has	have	Sing	complete	aux	Any other history of questionable conduct that may reflect poorly upon the CSSCS certification mark will be reviewed by the Board after the candidate or registrant has successfully completed the education and examination requirements for certification.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	Three or more of those on the reels	activates	activate	Sing	activate	root	Three or more of those on the reels activates the free spins round, where up to 10 can be won.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	conventional amount or novel ; tenacity ;	is	be	Sing	body	cop	conventional amount or novel; tenacity; is name body in necessary, by the affected quantum set in lack CT( or user; CAT") is, but on a west monsoon with usually sent hiding.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	liberated electrons — or , the standing students —	is	be	Sing	have	cop	The KU researcher said one of the biggest challenges to achieving high efficiency in solar cells with graphene as the working material is that liberated electrons—or, the standing students—have a strong tendency to losing their energy and become immobile, like students sitting back down.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	five or more	appear	appear	Plur	appear	advcl	If two wilds appear, that multiplier is x 2, if three appear it is x 3, if four appear it is x 4 and if five or more appear it reaches x 5.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a new world order , or lack of order ,	emerges	emerge	Sing	emerge	advcl	I doubt anything would surprise him, though even he might occasionally raise his eyebrows from time to time over the sheer weight of world-changing events, the decline and fall of late 20th Century empires, and the dangerous time in which we now live as a new world order, or lack of order, emerges.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Whooping cough or pertussis	has	have	Sing	have	root	Whooping cough or pertussis has a funny sounding name, but the illness—and the cough—are anything but.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	What devotional texts or practices	have	have	Plur	help	aux	What devotional texts or practices have helped open you the most on your spiritual path?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Your phone or other USB - powered accessory	gets	get	Sing	get	root	Your phone or other USB-powered accessory gets some extra juice.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Otoplasty or Prominent Ear correction	aims	aim	Sing	aim	root	Otoplasty or Prominent Ear correction aims to correct differences in the ears either in prominence or size – big or stick out.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Applications and / or CV ’s without cover letters	get	get	Plur	get	root	Applications and/or CV’s without cover letters get immediate red pen treatment.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a president – or a candidate for president	has	have	Sing	have	csubj	Perhaps the most important power a president – or a candidate for president – has is a voice.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Some realty brokers ( or agents )	deal	deal	Plur	deal	root	Some realty brokers (or agents) deal with both sellers as well as buyers, yet I do not do this in my profession for many reasons.	c4-train.00002-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Funk Styles or funk dance	refer	refer	Plur	refer	root	Funk Styles or funk dance refer to dance styles that are primarily danced to funk music.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Hibernate , or any other JPA implementation ,	has	have	Sing	have	root	Hibernate, or any other JPA implementation, has to transform the JPQL query into SQL.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Hibernate , or any other JPA implementation ,	maps	map	Sing	map	root	Hibernate, or any other JPA implementation, maps the entities to the according database tables.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Hibernate , or any other JPA implementation ,	maps	map	Sing	map	root	Hibernate, or any other JPA implementation, maps this information to a set of database columns and function calls to define the projection of the generated SQL statement.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a man ( or woman , let 's be fair ) behind a desk	adds	add	Sing	add	conj	Cogs grind, lorries roll and out there somewhere a man (or woman, let's be fair) behind a desk adds another zero to their salary.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	what properties or features of the objects	have	have	Plur	have	ccomp	Other than that aspect, it is also a case of differentiating what properties or features of the objects have.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or a loved one	suffers	suffer	Sing	suffer	advcl	When you or a loved one suffers from an addiction to painkillers, it can be difficult to seek the proper help you need.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or a loved one	suffers	suffer	Sing	suffer	advcl	If you or a loved one suffers from morphine addiction, call Arete Recovery now at 855-781-9939.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the VDP ( or SRP )	is	be	Sing	page	cop	What is the opinion of the community, is the VDP (or SRP) a good landing page for offsite ads (paid search or display)?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Special Forces Qualification Course ( SFQC ) or , informally , the Q Course	is	be	Sing	program	cop	The Special Forces Qualification Course (SFQC) or, informally, the Q Course is the initial formal training program for entry into the United States Army Special Forces.	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the holiday tradition — or parts of it —	has	have	Sing	spread	aux	Similarly, the holiday tradition—or parts of it—has spread north across the U.S.-Mexico border.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an individual or married couple	have	have	Plur	have	root	Sometimes an individual or married couple have a choice about which type of bankruptcy they can file.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	CRM , or Customer Relationship Management ,	is	be	Sing	combination	cop	CRM, or Customer Relationship Management, is a combination of processes and tools used by organizations to manage their interactions with customers and potential customers.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Mr. William ’s or Ms. Sarandon	need	need	Plur	need	acl:relcl	Hence all Mr. William’s or Ms. Sarandon need is a good script to give a great speech that can move the masses to positive, constructive, action…not simply emotional catharsis and continued confusion.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	any excess heat or moisture	dissipates	dissipate	Sing	dissipate	ccomp	They ensure that any excess heat or moisture quickly dissipates out of the pillow.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a herniated disk or bone spur in your neck	pinches	pinch	Sing	pinch	advcl	Nerve compression: More commonly referred to as pinched nerve, nerve compression occurs when a herniated disk or bone spur in your neck pinches a nerve.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Personal Pronoun	a security guard or someone else	is	be	Sing	move	aux	The lights going on and off will give the impression that a security guard or someone else is moving around inside the building.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	finds	find	Sing	find	advcl	Your doctor would also immediately test your blood sugar level on your first prenatal visit if he or she finds that you have high risks factors of getting the condition.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Building information modeling , or BIM ,	is	be	Sing	type	cop	Building information modeling, or BIM, is a powerful type of computer software that promises to enhance the functional, technical, and economic performance of all construction, no matter how complex.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	guards or rival street artists	arrive	arrive	Plur	arrive	advcl	All they do is scramble from museum piece to museum piece, hoping to see it before guards or rival street artists arrive.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the propagation or competition to get through to a station	proves	prove	Sing	prove	advcl	If the propagation or competition to get through to a station proves too tough you should keep moving.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Personal Pronoun	two for $ 5.55 or this , two for $ 6.66	sounds	sound	Sing	sound	parataxis	I like round numbers in coupons, so two for $5.55 or this, two for $6.66 just sounds gimmicky.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a house or flat	does	do	Sing	need	aux	Whilst this is perfectly natural, living together without thinking about ownership of property can create problems down the line if a house or flat does need to be divided.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	own	own		own	advcl	If the property is only registered in one partner’s name, the presumption is that the parties intended for he or she to own the property outright.	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	15.9 % or residents	rent	rent	Plur	rent	root	15.9% or residents rent and 84.1% own their homes.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	, a procedure called iontophoresis , or even surgery	are	be	Plur	option	cop	For individuals with hyperhidrosis, topical medications can be prescribed, a procedure called iontophoresis, or even surgery are options for treatment depending on the severity and responsiveness to treatment of the excessive sweating.	c4-train.00002-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Boiled eggs or half an organic protein shake	are	be	Plur	option	cop	Boiled eggs or half an organic protein shake are both great starting options.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Intipanpa or Intipampa ( the name translates as Plain of the Sun )	is	be	Sing	place	cop	Intipanpa or Intipampa (the name translates as Plain of the Sun) is the place where the stagings and rituals were developed in the presence of the Inca and his entourage.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	go	aux	“To capture the ‘decisive moment’, it helps to know where the subject is coming from and where he or she is going to.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or anyone you know	are	be	Sing	experience	aux	If you or anyone you know are experiencing any of the above conditions, I would be more than happy to hear from you to answer any questions you may have.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the premiums or rates	are	be	Plur	go	aux	And, as such, it is a fact that the premiums or rates are going to be a balance between a healthy percentage, maybe as much as you are able to a level that you can get depending on the road amidst the numerous fellow travelers.	c4-train.00002-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Bicycles or horse and cart	are	be	Plur	option	cop	Bicycles or horse and cart are your two options for getting around.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Institute ’s Director or First Deputy Director	have	have	Plur	reserve	aux	He/she stands in for the Director and the First Deputy Director in all matters with the exception of matters which the Institute’s Director or First Deputy Director have reserved for themselves.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	1	Sing	Not Pronoun	I or my student	do	do	Sing	go	aux	How do I or my student go about getting a copy of my student’s 1098-T form from UWM?	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or your student	have	have	Sing	receive	aux	If you or your student haven’t yet received the 1098-T form, don’t fret it will be coming soon.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or your student	have	have	Sing	have	advcl	If you or your student have questions you can contact the Cashier’s Office at bursar@uwm.edu or 414-229-4601.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Mayan spirit animal or Nahual	does	do	Sing	represent	aux	Contrary to the Western Zodiac, the Mayan spirit animal or Nahual doesn’t necessarily represent your personality but rather a compliment to it.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	Ratha - Yatra or anglicized as Car festival or Chariot festival )	is	be	Sing	festival	cop	According to Wikipedia, Ratha-Yatra or anglicized as Car festival or Chariot festival) is an Odia festival that involves moving deities Jagannath, Balabhadra, Subhadra and Sudarshana on a ratha or rotho, a wooden deula-shaped chariot.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The team or with the lowest runs allowed ratio	advances	advance	Sing	advance	root	The team or with the lowest runs allowed ratio advances.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	listen	aux	These kinds of problems are more likely to occur when a person with APD is in a noisy environment, is learning new information, or when he or she is listening to complex information.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	face	aux	With the help of a knowledgeable attorney, one can confront the charges he or she is facing armed with a well-developed defense that can help in seeking the most positive outcome possible.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	good or evil	exists	exist	Sing	exist	acl	Rachel Gibbs in Huntsville, Alabama uses the Belouga Builder to explore ideas like whether or not good or evil exists to engage her students and activate their curiosities in her episode, Good vs Evil: The Power of Perspective with Perseus and Medusa.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	begins	begin	Sing	begin	advcl	How can we hope to predict how an individual will make a decision when he or she doesn't know how the decision will be made when he or she begins the task?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	does	do	Sing	know	aux	How can we hope to predict how an individual will make a decision when he or she doesn't know how the decision will be made when he or she begins the task?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	processes	process	Sing	process	advcl:relcl	In summary, an individual's knowledge about a particular domain will have a critical effect on how he or she processes related information.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	executes	execute	Sing	execute	root	If an individual recognizes a particular condition (e.g., a green traffic light), he or she executes a particular action (e.g., walk across the intersection).	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The inherent value or lack thereof of said trend	is	be	Sing	question	cop	The inherent value or lack thereof of said trend is not in question here it just is a fact.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a water main or sewer line	leaks	leak	Sing	leak	advcl	When a water main or sewer line leaks underground, the water flows out of the area where the pipe is broken and starts to erode the surrounding soil.	c4-train.00002-of-01024_parsed_xac.conllu
